Index,Text,Label
16,خبر فوری خبر فوری محسن هاشمی در کنار روحانی کاندیدای انتخابات ریاست‌جمهوری می‌شود,خوشبین
17,گول ریختن صف رو نخورید پایینترین قیمتشه تا چند روزی صف خرید خواهد_بود,خوشبین
18,حقیقیا دوباره دارن میان تو صف خرید ) ) آخه چرا فروختی برادر من که الان دوباره بیای تو صف ) ),خوشبین
19,زیر ماه این سهم باز نمیشه لعنت بهشون,بدبین
20,عجیب حقوقی هزار خرید داشته مگه میشه,خوشبین
21,اسم ایران رو باید گذاشت دزدستان,بدبین
22,فردا صف خرید خواهد_شد,خوشبین
23,آموزش سسهامیاب بی زحمت یفکری هم واسه نرم افزار اندروید کنید اونجا فقط تاپیک دیده میشه,بدبین
24,حالا فردا یه منفی دور هم نوش جان میکنیم,بدبین
25,دقایقی پیش دویچه وله نوشت,خوشبین
26,بچه‌ها اگه کسی سهمی میشناسه که حداقل درصد بده ممنون میشم راهنمایی کنین بدجور تو ضررم خواهشا اگه میدونین بفرمایین,خوشبین
27,خدایا دارم درست میبینم اینی که من میبینم شماهم میبینید,خوشبین
28,دوباره شایعه افزایش سرمایه جدی شده فکر کنم یه خبرایی باشه,خوشبین
29,اگر دلیل خوبی داشته باشه تا هفته بعد هم بسته می‌شه باز,بدبین
30,هرکس نقد شده سهم خوب میخاد بیاد سمت آسپ نوسان خوبی داد نوبت آسپ هست,خوشبین
31,پشیمانی یک سناتور از ارسال نامه به ایراندر این رابطه بیشتر بخوانید,خوشبین
32,این سهم یک گنج است مقایسه صورتهای مالی و میگه تومن بیشتر نمیرزه و حداقل قیمتش باید تومن باشه,خوشبین
33,خبرهای خوب برای گروه پالایشی تهران- ایرنا- نمایندگان مجلس شورای اسلامی پالایشگاه‌های کشور را مشروط به و تسویه وجوه نفت خام و میعانات گازی خریداری شده مجاز به صادرات فرآورده‌های نفتی مازاد بر نیاز داخلی کردند انشاالله سبزسبسسبز++,خوشبین
34,خبر خبر خبر مهم مهم و فوری دریافت وام سنگین ارزی از وزارت صنعت و معدن و برنامه افزایش سرمایه درصدی و رشد قیمت سهم تا در کوتاه مدت++,خوشبین
35,هدف گذاری اول محقق شد انشالله به هدف دوم هم برسیم که در صورت عبور قویترین مقاومت محدوده,خوشبین
36,تا چند دقیقه دیگه صف فروش همه سهم‌ها برمیگرده اونایی که میخوان بفروشن فرصت رو از دست ندن فروختن تو منفی درصد بهتر از نشستن تو صف فروشه هفته بعد دیگه بهمنی در کار نیست که بخاطرش حقوقی‌ها رو مجبور به جمع کردن صف‌های فروش کنن,بدبین
37,پیامهایی که در چند روز گذشته درباره قیمت دلار واثر مستقیم ان بر سود سهم کوچک داشتم را مدیرت سهامیاب بعد از دوروز کردند منتظر تعدیل سودشگفت اور از این سهم کوچک باشید راجع نرخ ازاد دلار وتاثیر مستقیم ان بر این سهم نمی‌توان زیاد توضیح داد احتمال داره دوباره پیامم شود,خوشبین
38,دوستان فردا احتمالا مثبته هم صف داره جمع میشه هم بخاطر این گزارش در گفت‌وگو با عنوان شد شفاف‌سازی رییس اداره نظارت بر ناشران درباره نامه حسینا/ در نامه شرکت‌ تغییر بااهمیتی ندیدیم,خوشبین
39,به نظر میاد مستعد ساختن الگوی کاپ هست با هدف,خوشبین
40,روز‌های سخت تموم شد بدبینا برید از پیجمون بیرون,خوشبین
41,بازار فردا با حمایت حقوقیها تقویت میشه حمایت تاریخی شاخص واحد هستش که اگه از این کمتر بشه بورسمون به سمت ورشکستگی پیش میره پرسود باشید,خوشبین
42,اشکال این سهم همین سایته و تبلیغات دوستان از بس تبلیغ میشه یه عده عجول و خرده پا میان این سهم رو میخرن و میریزنش به هم اردرهای - تایی‌ها رو نگاه کنید کاش کمتر تبلیغ کنیم تا هواخاهان واقعی سهم رو بگیرن,خوشبین
43,صف برای ترسوهاست همین,خوشبین
44,بازم اضافه کردم رفتیم تا,خوشبین
45,بنده و برخی از دوستان در سهامهای قبلی و به دوستان سفارش خرید دادیم که حدود در صد رشد داشته و تازه اول راهه,خوشبین
46,دیروز اینهمه گفتیم قسم خوردیم نفروشید امروز دیدید الان هم دیر نشده اگر پول احتیاج داری الان نفروش بذار صف خرید شد بفروش,خوشبین
47,از سال داشتمش همش تو ضرر بودم هفته پیش ردش کردم شانس رو میبینی الان با سهم باقیمانده رفتم تو سود خخ,خوشبین
48,آسپ حقوقی نامرد اگه گذاشته_بود با این گروهی که داشت راهت میرفت بالا,خوشبین
49,گزارش خیلی حرفا داره++,خوشبین
50,نگران نباشید تعدیل مثبت قطعی است,خوشبین
51,نگهداری سهم باتوجه بالا رفتن قیمت‌های و و قیمتش مفت است,خوشبین
52,سلام من نظرم رو درباره بانکی‌ها قبلا نوشتم اما میترسم اگر آقای دکتر نیورال نتورکوبصادر رو به رشد تا خریدند این بدترین اتفاقی هست که از زمان خصوصی سازی برای این سهام افتاده ) تارگت جدید سهام امیدوارم شوخی رو همونطور که تحمل کردیم تحمل کنید و از سیگنال دادن در این سهام چه خرید و چه فروش دور باشید آقای دکتر ),خوشبین
53,صف خرید هست پس با قیمت بالا بذارین,خوشبین
54,امروز صف خریده فقط کافیه تا ساعت ده و نیم صبر کنید ++,خوشبین
55,چهار تا موج کوچک زد و فردا می‌رود برای پایان موج پنج کوچک و اواسط وقت شروع رشد تا گوارای وجودتان++=,خوشبین
56,ورود حقوقی به سهم در آخر بازار حتمی است دوستان,خوشبین
57,امروز حقوقی خوب عمل جمع اوری سهم‌های اعتباری توسط حقوقی در رنج ت به صعود خواهد_انجامید,خوشبین
58,شرکت مپنا حقوقیه خوبی نداره,بدبین
59,فرصت خرید++ + ++ + + + درصد نوسان +,خوشبین
60,سلام و عرض ادب و احترام خدمت دوستان با وجود خبرهای خوش امیدوارم امروز قیمت خوبی بازگشایی بشه امروز جو خوبی به گروه حاکم هست و بهترین زمان برای بازگشایی++,خوشبین
61,برسی شودد ++,خوشبین
62,حقوقی صف فروش دوباره,بدبین
63,را باز کنید,خوشبین
64,دیگه هر چی بود گفتم خودتون بررسی و قضاوت کنید همیشه پرسود باشید,خوشبین
65,تو لحظات آخر ی دفعه حقوقی پیداش میشه و تو منفی سنگین میخره,خوشبین
66,همین الان فرمش رو پر میکنم,بدبین
67,بالاخره خبری از مجمع نیامد,خوشبین
68,قیمت نرخ خوراک سنت کاهش داشته ٪ کاهش این خیلی خوبه++,خوشبین
69,اگر گیرتون نیومده امروز فرصت خریده,خوشبین
70,دیگه زمان اون رسیده که با قیمتهای زیر ریال خداحافظی کند,خوشبین
71,زنگ خطر سهم پی به‌ای با برابر ارزش خالص دارایی‌ها,بدبین
72,فروشنده نداره چون اوناییکه دارنش ارزششو میدونن++,خوشبین
73,نظرتون چیه بریم بسمت,خوشبین
74,آقایون فروشنده آتیش به مالتون نزنید++,خوشبین
75,سود پیش‌بینی هر سهم تومان,خوشبین
76,خوب شد این تعدیل مثبت داده وگرنه چی میشد,بدبین
77,با توجه به اینکه بیشترین فشار از طرف خود حقیقی‌ها است پس دوستان این نصیحت دوستانه را داشته_باشید که اگر شما راضی به ضرر خود باشید هیچ کس نمی‌تواند جلوی ضرر شما را بگیرد صبر کنید تا سهامتان روند صعودی خودش را طی کند سریعا از سهام خود پیاده نشوید,خوشبین
78,امروز نوزده میلیون سهم جابجا داشته,بدبین
79,به نام خدا ++,خوشبین
80,همانطور که در شکل زیر مشاهده میکنید در نماد شاهد شکلگیری الگوی صعودی هستیم و همانطور که پیش از این گفته_بودیم سهم تا محدوده اصلاح خواهد_شد که این اتفاق رخ داده_است در حال حاضر وضعیت سهم بسیار حساس میباشد اگر حمایت مهم تومان شکسته_نشود میتوان به سهم امیدوار بود اما به هر دلیلی حمایت شکسته_شود سهم تا تومان اصلاح خواهد_شد البته در سر راه حمایت‌های و را هم در پیش خواهد_داشت اما اگر حمایت شکسته_نشود باتوجه به الگوی صعودی شکل گرفته و رسیدن اندیکاتورها به محدوده اشباه فروش میتوان به زشد سهم امیدوار بود بنابراین عزیزانی که ریسک پذیر هستند در زمان مناسب در وقت اصلاح میتوانند در محدوده با حدضرر اقدام به خرید کنند مقاومت‌های مهم و تومان میباشد و در صورت شکست آنها سهم توان رشد مناسب را خواهد_داشت,خوشبین
81,آیا صف خرید خواهد_شد,خوشبین
82,اقا سهمو نفر میچرخونن فکر میکنن میتونن بقیه رو مجاب به مفت فروشی کنن ولی نعع خودتونیداین سهم زیر محاله,خوشبین
83,دوستان خبر رسیده از اختصاص ارز دولتی به سازها و قطعه ساز‌ها به زودی ریزش فلزی و پترو و صف خرید شدن گروه ++,خوشبین
84,بهترین و کم ریسکترین نماد بهترین فرصت‌های خرید,خوشبین
85,پیشنهاد خرید پس از بررسی ارایه گزارش مالی خوب+حمایت حقوقی+قیمت مناسب,خوشبین
86,خبر داغ داغ پای به قرارداد باز شد سهم از این قرارداد بیشتر از,خوشبین
87,حقوقیی عالیه خریدش,خوشبین
88,کسی می‌دونه کی باز می‌شه,خوشبین
89,پرواز سهم بزودی آغاز خواهد_شد خرید را پیشنهاد می‌کنم,خوشبین
90,++ خودانی,خوشبین
91,دوستان تا دقیقه دیگه صف میشه ) تحلیل تکنیکال بنیادی افزایش قیمت جهانی اورهنزدیک شدن به آخر آذر یعنی مجمعشایعه افزایش سرمایه,خوشبین
92,در سال میانگین فروش هر ماه میلیارد ریال بوده سهم در فروردین حدود میلیارد ریال فروش داشته_است در اردیبهشت این عدد به میلیارد ریال رسیده و در خرداد نیز میلیارد ریال فروش زده_است در تیراین مبلغ به میلیارد ریال کاهش یافته در مرداد این عدد با رشدی خوب میلیارد ریال شده_است سس چقدر گران شده از به ریال رسیده رب هم از ریال به ریال رسیده افزایش قیمت خوبی در رب هم گرفته_است در جمع ماهه میلیارد ریال فروش زده که این عدد در مدت مشابه سال قبل میلیارد ریال بوده که رشد بسیار خوبی را نشان میدهد,خوشبین
93,اخه من نمیدونم صنعتی که در حال فرو پاشی هستش تبلغ کردنش برای چیه چرت و پرت خوشین یزنن,بدبین
94,شروع موج دوستان حتما سهم را در سبد نگهداری کنین امروز ورودیو جریان پول خواهیم_داشت منتظر یک انفجار در سهم هستیم,خوشبین
95,دوستان چه خبر از جلسه کسی خبر داره,خوشبین
96,شرایط محیای صعود,خوشبین
97,حقوقیه سومم واسه خرید اومد,خوشبین
98,قدرت پول حرف اول رو تو که حجم کمی داره میزنه و سهم‌های کوچک با ورود نقدینگی تا ناکجا اباد رشد میکنند و این سهم داره توجه بازار رو به خودش جلب میکنه البته فاند و تکنیک هم هست ولی بعد از پول و سفته بازی ++,خوشبین
99,به نظرم یه فرصت ورود داد و دوباره شروع میکنه بالا بره,خوشبین
100,کیبیسی اینم صف حالشو ببریم,خوشبین
101,بازیگر سهم بدان ضررت بیشتر میشه با این حرکت‌ها و وقت خودت و را تلف می‌کنی و شخصا پول زیادی برای ادامه این روند کنار گذاشتم ولی اگر منطقی رفتار کنی و اجازه رشد قیمت به سهم بدی قبل از خودت فروشنده نخواهیم_بود و بدان هرکی توجیه نبوده تاحالا فروخته و رفته,خوشبین
102,این سهم‌های برا خرید بررسی شود,خوشبین
103,درصورتی که افزایش برابری نرخ گاز از ابتدای سال لحاظ گردد در پیشبینی سود هر سهم سال پتروشیمی کرمانشاه و حدود ٪ و در پیش بینی سود هر سهم سال پتروشیمی خراسانحدود ٪ تاثیر منفی خواهد_داشت البته به نظر می‌رسد بدون افزایش نرخ گاز سود هر سهم سال پتروشیمی و الی درصد و سود هر سهم پتروشیمی کرمانشاه الی درصد قابلیت افزایش را می‌باشند و تا حدی اثر تعدیل منفی احتمالی راجبران می‌نمایند,خوشبین
104,آقایون و خانوم‌های سهامدار نفروشید سهامتون رو -- باور کنید میرسه -- از سود خوب بدت میاد,خوشبین
105,حسینای بعدی,خوشبین
106,کماکان حقوقی در حال خرید از حقیقی‌های گنجشک روزی,خوشبین
107,برین رو سهان پایه سرمایه گذاری کنید یکی بگه خودرویی کی سود داده,بدبین
108,نقشه چیه //,خوشبین
109,خعتبار خعتبار از تا رو شارپ اومد الانم تو این قیمت‌ها داره استراحتش تموم میشه ضمنا قبل از هر صعودی رنج منفی رو شاهدیم / خعتبار اماده میشه برای هدف بعدی /,خوشبین
110,به مدد خریدهای حقوقی‌ها رانتی شناور سهم رسیده به زیر ٪^ من و دوستان فروشنده نیستم^ حقیقی هاناچیز دارند ^استرسی نیست ^ارزن بدهند مشتری واسه خرید هست^ارزان ندهند مجبوریم بالاتر بخریم,خوشبین
111,خشرقح ++ صف شد,خوشبین
112,ببین منو با تو هم ببین منو نمیگم بهش ولی بنیاطلاییش مثل سمگاست با تو هم میگم مثل سمگاست بنیادیش طلاییه میفهمی یا نه میگم بنیادیش طلاییه بلند مدتم مثل خورشید وسط آسمون اون بالابالاها اون بالابالاها میدرخشه اوکی,خوشبین
113,الان توی نقطه ( عرضه اولیه ) هست ) امیدوارم حسابی بخرید ),خوشبین
114,آقا یه نفر وارد بیاد این گزارش رو بخونه ببینیم چی میگه,خوشبین
115,توصیه‌های هوشنگ را جهت خرید این سهم جدی بگیرید این سهم بزودی صعود حداقل درصدی خواهد_داشت,خوشبین
116,غصه نخورید تو سهامیاب هیچ کس این سهم رو نداره همش دست خودشونه چقدر بازار پاک وسالم هستش همینجوری درصد میکشن بالا یعد دلیل هم اینه که شاخص رو میخواستن مثبت کنن اینها یه روزی باید جواب پس بدن,بدبین
117,علی موحد بهتون گفته_بودم که خیلی میاد پایین یه تا درصد دیگه هم راه داره که اصلاح داشته باشه بعدا متعادل و نوسانی معامله خواهد_شد,بدبین
118,یکی این گفته دوسیب رو واس من معنی کنه **خاور چندباربا افزایش سرمایش موافقت شده,خوشبین
119,بازیگر کیلو چنده,بدبین
120,خبر شاخص یه خبرهای ++ توی و هست توصیه به نگهداری دارمبزودی اطلاع رسانی میشه خوش بین,خوشبین
121,از فرصت‌های خرید بدست امده استفاده کنید ++,خوشبین
122,امروز و فردا شیمیاییها صعودین,خوشبین
123,وقتی یه سهم نزدیک یه قیمت می‌ایسته یعنی خبرهای خوبی داره,خوشبین
124,سیگنال_خرید سهمی که قابل بررسیه خیلی,خوشبین
125,این سهم بدخواه خیلی داره اما باید بره بالا,خوشبین
126,سیگنال خرید,خوشبین
127,+ + + + +,خوشبین
128,فروشنده‌ها مشغول تبلیغ سهم,بدبین
129,از صف جا نمونی صلوات - ),خوشبین
130,گفتم که آفرین به حقوقی همون اولش گفتم گنجشک روزی‌ها پیاده میشن,خوشبین
131,اینبار هم صف شد مبارکه,خوشبین
132,خیز پتروشیمی برای تولید پلی اتیلن سنگین گرید کابل/ صادرات بیش از هزار تن محصول پلیمری به چینباشگاه خبرنگاران جوان - ساعت و دقیقه پیشمدیر بازرگانی پتروشیمی از تولید پلی اتیلن سنگین گرید کابل خبر داد و گفت این شرکت برنامه ریزی‌های اولیه برای تولید گرید کابل را به پایان برده و در حال ارزیابی شرایط و کشش بازار است و نمایشگاه می‌تواند در نقش تسهیل‌گر این فرآیندها ظاهر شود بیشتر,خوشبین
133,هدف کوتاه مدت سهم,خوشبین
134,چن روزی هم اینا رفتن برا مثبت شدن,خوشبین
135,ایول حقوقی دو تا شدن,خوشبین
136,شاخض خبر شاخص صعود کنه به طور وحشتناک و همه ضرر هاشون جبران شه و به سود تپول برسن و سال خوش با سلامتی برای همه امیدواران باشه و,خوشبین
137,این سهم طلای بازار تو اینده این قیمت الانش خنده دار میشه تا عید و در دراز مدت رو میبینه ++,خوشبین
138,لعنت خدا بر که شده دست آویزی برای شاخص سازان نگو بگو آشغال به تمام معنی,بدبین
139,شنیده‌ها از الزام حقوقی‌های نماد‌های بانکی از طرف سازمان و مجوز دولت به عدم فروش در زمان بازگشایی و همچنین حمایت بسیار سنگین از نمادهای فوق در صورت فشار فروش حقیقی‌ها حکایت دارد صبور باشید,خوشبین
140,صف خرید خیلی سنگینش را از همین الان تبریک می‌گویم,خوشبین
141,بصورت غیرموثق شنیده شده که باشایعه فروش زمین روبرواست ( وبه این دلیل قیمت آن درحال بالارفتن میباشد ) این درحالی است که این زمینهابه هیچ وجه قابل واگذاری نیباشد ضمنابانک اقتصادنوین هم سودهرسهم سالی مالی جاری رابادرصدتعدیل منفیریال اعلام کردوحتماروی قیمت ثنوساتاثیرمنفی خواهدگذاشت حالایه عده‌ای بصورت گروهی واردسهم شده اندودرروزهای درصف خریدهای احتمالی خالی خواهندکردنیزجای خود مثل سهامدارای درصف خریدمیخرن ودرصف فروش باحداقل درصدضررمیفروشن خداآخروعاقبتمان رابه خیرکند,بدبین
142,کسی به خریدش ایمان نداره بفروشه من امروز اضافه کردم,خوشبین
143,البته اگه جای جمع شه کل گروه مثبت میشه,خوشبین
144,پسرم اسحاق جان آرام باش,بدبین
145,بابااین چه وضعیه نه میره بالا نه میاد پایین زنگم میزنی میگه وضعیت شرکت خوبه,بدبین
146,هدف اول سهم,خوشبین
147,دوستان اگه دقت کرده_باشید اکثر نمادهای خودرویی یک خریدار در مقابل دو فروشنده بود این یعنی ورود نقدینگی به این گروه و خرید حجم بالا و درآوردن سهام از چنگ کسانی که با یکی دو درصد سود قانع هستند و نشانه رالی گروه خودر هستش امیدوارم همه پر سود باشید,خوشبین
148,مسیر صعودی سهم برای لمس مقاومت تومانی فراهم شده_است,خوشبین
149,های_وب به قول برخی از دوستان ممکنه فردا یا حتی پس فردا هم این سهم منفی بخوره همه چی بستگی به بازی بازار گردان داره اما سهم با یک دید نگهداری میان مدت سهم ارزشمندی هست و از این قیمت فعلی قطعا صعود خواهد_کرد,خوشبین
150,سود خوب در میان مدت به نظرم هر دوشون موقع خریدشون رسیده,خوشبین
151,گفتم اگر صبور باشین تا++هم خاهد رفت,خوشبین
152,م ک همیشه منو یاد پینکو میندازی از بس دروغ تحویل مردم میدی,بدبین
153,نامردترین حقوقی از آن حقوقی الان فقط دعا میکنه توافق نشه که حق تقدمهای فروش نرفته رو درحراجی به تومن بخرد درصورتیکه با تومن به مردم بیچاره عرضه کرده خدا ذلیلتون کند,بدبین
154,بهترین و بنیادیترین نفتی پالایشگاه,خوشبین
155,این نظر شخصی بندست و اصلا هیچ دلیل و مدرکی براش ندارم صرفا احساس بندست و تکنیکال نیست بنظر من ایرانخودرو در مجمع خبرهای خیلی خوبی خواهد_داد سودی تقسیم نخواهد_کرد اما بنظر بنده سهامداران را خوشحال خواهد_کرد بعید میدونم مدیریت ایرانخودرو این فرصت را از دست بدن هم خبر‌های خوبی خواهد_داد بحث بنده اینه همه میدونن بنده هر سهما دارم بحث اینجاس که قرارداد خارجی در هست در ایرانخودرو هم هست محصولات جدید ایرانخودرو زودتر وارد بازار خواهد_شد بحث صادرات در هست در هم هست هر سهم بسیار ارزنده هستند هیچ اختلافی بینشون نیست بنظر شخص بنده اقبال بیشتر مردم به سمت خودروهای ایرانخودرو بیشتر هم خواهد_بود,خوشبین
156,عاشق روزایی ام ک حقوقی نه میخره ونه میفروشه اونایی ک دل چرکینن همون بهتر ک با سهم نباشن,خوشبین
157,خدارو شکر سهام دارهاش نتیجه صبرشون رو دیدن,خوشبین
158,وی با بیان اینکه شرکت سیمان باقران در حال حاضر بدهی معوق ندارد و تسهیلات شرکت در حال مشارکت است خاطرنشان با تلاش مسیولین شرکت این طرح تا پایان سال جاری به بهره‌برداری خواهد_رسید گفتنی است هفته گذشته نماینده مردم بیرجند درمیان و خوسف در مجلس شورای اسلامی از اعطای میلیارد تسهیلات جدید به این پروژه خبر داد,خوشبین
159,امروز خوب میشه از این سهم ماهی گرفت,خوشبین
160,زیر از این سهم بخرید برایتان پرسود است تا پایان فروردین حدود,خوشبین
161,ممکنه نمودار یک هفته اخیر رو بذاری واقعا اگر منظورت شفافیت هست بذار ممنون,بدبین
162,دوستان داشته باشین++,خوشبین
163,تعداد خریدار و فروشنده جالب است++,خوشبین
164,میگم این و گمونم واسه یه نفره خخ,خوشبین
165,پیش به سوی صف خرید,خوشبین
166,حقوقی بفروشش,خوشبین
167,و از دست ندید از گفتن بود,خوشبین
168,قیمت جام شراب داریوش رو میخان کشف کنن یا کتیبه‌ی بیستون مسخرش در اوردن یه سهم در پیتی باز کنیین بفروشیم کل داره رشد میکنه گیر کشف قیمت اینیم,بدبین
169,گزارش فعالیت و پروژه‌های جدید و شفاف سازیش در کدال +,خوشبین
170,همه فقط میگن نگه دارید بیشتر شبیه تعصب بی جاس تا راهنمایی,بدبین
171,حقوقی می‌فروشه سهم جمع میکنن سهم کلی خبر خوب داره دلیلی برای منفی بودن نیست غیر از جمع اوری سهم تو قیمت پایین تعدیل مثبت سویفت افزایش سرمایه,خوشبین
172,اووف برو صف خرید ++,خوشبین
173,پیش بینی صعود درست در اومد فرصت نشد خودم میانگین کم کنم |,خوشبین
174,شنیده‌های خیلی موثق از ورود سرمایه‌های خیلی زیاد به این سهم رو دارم,خوشبین
175,فروختیم رفتیم ایشالا بقیه دوستان سود کنند,خوشبین
176,Err:509,خوشبین
177,علیرضا خدایی این را از کجا پیداش کردی فنر که هیچی کمان آرش هم نمیتونه اینقدر فشرده بشه ) ),خوشبین
178,صف خرید امروز دور از ذهن نیست,خوشبین
179,احتمالا گزارشماهه جالب نبوده و لورفته بخاطر همین اوردرها تو صف خرید از سوی کله گنده‌ها کنسل شد,بدبین
180,نگهداری می‌کنم بدون هیچ استرسی فقط تماشاچی هستم و حد ضررمو میارم بالاتر فقط همین,خوشبین
181,خدا کنه میان مدت سودی که باید بده رو بده,خوشبین
182,را اینجا معرفی کردیم سهام یاب - ایده شاخص منفی شود بهتر است سیگنال خرید,خوشبین
183,دوستان رو دیدید درصد مثبت انشالله همه خودرویی‌ها میترکونن,خوشبین
184,رو اگه سهامدار عمده‌اش جمع کنه قیمت پایانی - میشه شاید اینکار رو نکنه,خوشبین
185,این سهمو از دست ندین پشیمون میشید,خوشبین
186,ظریف تا رسیدن به توافق فاصله‌ای نداریم,خوشبین
187,نوسان داد,خوشبین
188,شاخص دوستان من سهماتونو به راحتی از دست ندید,خوشبین
189,حقوقیه یا تموم یا کم آورد و یا اینکه کدهاش خرید کردن,خوشبین
190,منتظر حمایت شما از این حرکت هستیم سهام یاب - شبکه اجتماعی - ایده,خوشبین
191,اتفاقا بازگشایی بعد تعطیلات ب نفعشه چون بعد از تعطیلات رشد چشمگیری خاهد داشت,خوشبین
192,تا آخر بهمن بالای چهارصد,خوشبین
193,بهترین فرصت خرید کف نمودار سالانه‌اش معلومه,خوشبین
194,دوستان اول بررسی کنید بعد یه سواری خوب بگیرید اگر فردا هم منفی بودن که دیگه نور علی نور,خوشبین
195,ادم خندش میگیره چقدر خوشکل بازی روانی راه میندازن,خوشبین
196,جناب آقای سرابی اگه اخبار روزهای گذشته رو خونده باشید متوجه خواهید_شد که از یکشنبه حمایت بانکها از شروع خواهد_و طبیعتا سهام همه شرکت رشد خواهد_کرد پس بیخود آیه یاس نخون برادر عزیز,خوشبین
197,بخرین تا صف نشده,خوشبین
198,( خودرویی غذایی قندی ) ),خوشبین
199,فقط امروز صف نبود اونم به خاطر اینکه همه رو ترسونده امروز م فروختن خخ انشاالله درست میشه میاد رو,خوشبین
200,ای جانم چه حجمی زد,خوشبین
201,اشتباهابدبین زد خوشبینم بسیارزیاد,خوشبین
202,سلام برای حق وخارزممیلیون سرخطی گزاشتن برای شنبه روی ریال,خوشبین
203,تنفسی کوتاه و فرصتی برای اضافه کردن++,خوشبین
204,خبر بدور از هیاهو‌ها در روز گذشته اصلا قرمز نشده به این میگن سهم با بنیاد,خوشبین
205,دوباره می‌ریزه خیالت راحت اتفاقا خوب شد سهامداران جاهاشون عوض کردند خیلی‌ها که هدفشون کوتاه مدت بود از رفتند این خوبه خیلی و سهامداران جدید با هدف جدید وارد شدند این خیلی لازم بود,خوشبین
206,مدیر ( حسین کاظم پور ) قیمت هر سهمثاخت به میزان تقریبی تومان است که با یک محاسبه ساده و تنها بر مبنای اطلاعات موجود قیمت هر سهم شرکت بایستی بالاتر از این رقم باشد,خوشبین
207,ب سلامتی صعودهفته بعدشاوان هزاربارلایک کنیدتاچشم همه بدبین‌ها در بیاد,خوشبین
208,وقتی قیمت سهم میره بالا همه میگن - و وقتی میاد پایین یکی میگه یکی میگه یکی میگه پالایشگاهی‌ها بدبخت میشن یکی میگه میشن نه بابا مگه شما نمودار رو نمی‌ببینید از قبل معلوم بود یا رو برمیگرده یا روند بلند مدتش در برمیگرده دیگه اینقدر صغری کبری نداره ایندفعه میره برا تا ماه دیگه اگه طور دیگه‌ای شد تعجب داره و باید تحلیل,خوشبین
209,ایشالاتوافق بشه میریم براتومن,خوشبین
210,حمایت تا مرز به روزای بهتر لایک کن,خوشبین
211,نگهداری کنید ++,خوشبین
212,حقووقی چی میگه,خوشبین
213,سلام هیچ نگران نباشید دوستان خبر قطعی دارم از برمیگرده تا یه کله شارپ سود سنگین بهتون میده حدود درصد,خوشبین
214,سهامدار واقعی نگران نباشه بازار نوسانگیری تمام شده و با حمایت حقوقی‌های محترم ادب میشن,خوشبین
