Index,Text,Label
102,رییس حسابداری صنعتی شرکت گرانیت بهسرام عنوان نمود افزایش نرخ فروش در عملکرد نیمه دوم « »,خوشبین
103,زارش عالی وحمایت بسیار خوب حقوقی,خوشبین
104,دلار ریخت فردا بازار مثبت,خوشبین
105,این سهم رشد خوبی خواهد_داشت مطمینم,خوشبین
106,ثبت در تاریخ و سهم خرید در قیمت و احتمالا تاچ فقط اون باز بشه این قطعا در یک حرکت درصد سود خواهد_داد امکان ندارد گپ قیمتی پر نشود,خوشبین
107,تغییر در دولت روحانی در وزارت ورزش و وزارت صنعت ومعدن,خوشبین
108,دوستان سهمایی که به پرتوی اضافه شده امروز وقتی سهم باز شد قابل معامله هستش,خوشبین
109,جا نمانید++,خوشبین
110,امروز به خاطر حجم بالای معاملات در منفی پایانیش تکون نمیخوره و رغبت برای خرید در قیمت بالاتر از پایانی کمه ولی فردا قطعا مثبت معامله میشه,خوشبین
111,آماده تیک آف باشید کمر بندها را محکم ببندید,خوشبین
112,اینم نابود کردن ببینیم چیکار میکنه,بدبین
113,محمدیان د اور بد بین,بدبین
114,امروز آخرین روزیه که صف اینطوریه از شنبه سهم صفذخرید وحشتناکیو خواهد_دید,خوشبین
115,خرید فرصت مناسب برای ورود به اگر الان وارد بشید حداقل چهارصد همین امروز میره تو جیبتان,خوشبین
116,بعد از یک هفته رفتن تو صف موفق شدم اضافه کنم این سهم فروشنده نداره,خوشبین
117,تشکیل الگوی = در نماد هدف,خوشبین
118,صعود شروع شد++,خوشبین
119,در یکساعت پیش عرض نکردم داران صبور باشند و نفروشند باز هم می‌گم صبور باشید سهام یاب - ایده,خوشبین
120,دوستانی که قصد همکاری در گروه بورسی را دارند به این شماره پیام بدهند,خوشبین
121,امروز مثبت,خوشبین
122,باز هم صف خرید ++,خوشبین
123,نازنید خانم یه کاری کن هنوز میخوام بخرم,خوشبین
124,امروزحقوقی صفش میکنه,خوشبین
125,جناب ( ( راک فلر ) ) از شما واقعا ممنونم اینو از ته قلبم میگم به بازگشایی رویایی,خوشبین
126,حمله شروع شد ++,خوشبین
127,این خبرها اگر صحت داشته_باشد صدرصد قیمت سهم الان این نبود و شاهد صف‌های خرید میلیونی باید باشیم,خوشبین
128,با این فروش حقوقی شک نکنید سقوط خواهد_کرد,بدبین
129,امیدوارم بره بالا,خوشبین
130,دقیقا جایی که اعصاب همه سهامدارا خورده باید خرید,خوشبین
131,بازم مبارک سهامدارش باشه -ششمین روز متوالی صعودی برای و رسیدن به قیمت تومان رو به کسانی که رفتن خریدن رو تبریک میگم یادتون باشه که هدف تومان هستش,خوشبین
132,میترکونن++,خوشبین
133,سیگنال,خوشبین
134,اصلاح سهم تموم شده و با توجه به اینکه مدیران سیمان خوزستان در نظر دارن رو دوباره راه اندازی کنن از داشتن این سهم دریغ نکنید,خوشبین
135,ضمنا از امروز شاخص برمیگرده و هیچ دلیلی هم برای نزول وجود نداره چون هم شاخص اصلاح خودش رو انجام داده و هم خبرهای سیاسی کاملا مثبته ++,خوشبین
136,افزایش سرمایه بجای خود حالا افزایش تولید و فروش رو اوتم با افزایش قیمت بهش اضافه کن پرر,خوشبین
137,کوتاه از « »,بدبین
138,دوستان من پول تومن که باید به حساب شرکت می‌ریختیم رو به حساب ریختم حالا منتظرم که روز حراج بشه اگه قیمت بالا حق‌ها رو حراج کردند که هیچ منتظر میشم که پول حق‌های حاج شده رو شرکت بریزه حسابم اما اگه پایین حراج کنه اون موقع همون مقدار حقی که شرکت برام حراج کرده مجدد می‌خرم و پول تومنش رو می‌ریزم و به سهم تبدیلش میکنم دوستان اگه نظری دیگری دارند بفرمایند استفاده کنیم,خوشبین
139,خوب داشتی هزار تا می‌فروختی به کد خودت می‌زنی حالا به می‌رسه دونه دونه می‌فروشی خر خودتی خخ,خوشبین
140,فردا روزی حساس برای حمایت میشود یا نه,خوشبین
141,زیر نویس شبکه خبر اختصاص هزار میلیارد تومان به بانکها برای افزایش سرمایه و کمک,خوشبین
142,در گروه غذایی کوتاه مدت بهترین گزینه از نظر بنیادی,خوشبین
143,می‌توانیم برجام را حفظ کنیم/ تجارت با ایران را ادامه می‌دهیم - خبرگزاری مهر | اخبار ایران و,خوشبین
144,مجمع با عنایت به پیشرفت طرح یک میلیون تنی سیمان ( واحد نهم ) معادل درصد ( تا پایان آذر ماه ) با اکثریت آرا با افزایش سرمایه شرکت از مبلغ میلیون و ریال به میلیون و ریال معادل درصد از محل مطالبات و آورده نقدی سهامداران به منظور ادامه اجرای طرح یک میلیون تنی ( واحد نهم ) شرکت سیمان موافقت نمود,خوشبین
145,انتظار میره همه با درایت عمل کنند وقتی سهم داره حجم بسیار خوبی میخوره و حقوقی هم داره حمایت میکنه یعنی بر این است که سهم به جایگاه حقیقی خودشه برسه اجازه بدید گنجشک روزی‌ها نوسانشون رو بگیرند و بروند ولی شما با درایت عمل کنید ان الله مع الصابرین,خوشبین
146,دوشنبه قیمت نفت دیدنی خواهد_بود,خوشبین
147,با توجه به احتمال وقوع توافق هسته‌ای من یکی که شخصا هیچ سهمی و نمی‌فروشم چه برسه به این که بانکی هم باشه حالا یه عده هر چقدر میخوان با سفته بازی صف فروش درست کنند,خوشبین
148,برنامه وزارت صنعت برای خروج از رکود و معرفی صنعت اولویت دار,خوشبین
149,فروش حقوقی تموم شده مواظب سهم هایتان باشید,خوشبین
150,بدون شرحموافقین لایک بزنن,خوشبین
151,با برخورد به خط محوری باند مدت ی خود وبر روی حمایت فیبوی,خوشبین
152,بهترین فرصت خرید,خوشبین
153,خودرو٪ تولیدش نسبت به پارسال در ماهه اول رشد کرده هم گیربکس میزنه واسه ایران خود بدان حیث این بست برای افزایش سرمایه درصدی واحتمالا بشه با تعدیل گزارش ماهه فقط خدا کنه تو بازار مثبت باز بشه وتوافق هم نتیجه مثبت داشته باشه که هم سهم رشد کنه هم حقشش,خوشبین
154,امروز ببینیم چی میشه,خوشبین
155,روند کلی صعودی نوسانگیری هم بسیار پر ریسک واشتباه محض امروز با یک عضو ارشد شرکت صحبتهای خوبی داشتم منتظر گزارش ماهه باشید خبر امد خبری در راه است,خوشبین
156,همیشه خودرویی‌ها از وجود شورای رقابت مینالیدن الان زمزمه‌های حذفش داره میاد پس تنها عامل بالا نرفتن سهم داره میشه و کاملا مشخصه که صعود در راهه,خوشبین
157,تا وقتی که سهم از جانب حقیقی‌ها حمایت قاطع نشه سهم بر نخواهد_گشت چرا که حقوقی‌ها وضعیتشون کاملا معلومه و این عدم حمایتشون فقط یک دلیل داره با این حال من به هیچ عنوان سهم رو نخواهم_فروخت توصیه میکنم اگر در ضرر هستید ولی پول لازم نیستید سهم رو با دید بلند مدت نگه دارید و جیب یک عده از خدا بی خبر رو پر نکنید نقدینگی هم دستتون رسید میانگین کم کنید همین دعا میکنم فروشندگان سر عقل آمده و از آتش زدن سرمایه خود دست بکشند یا علی,خوشبین
158,آرام آرام داره به سمت بالا حرکت می‌کنه,خوشبین
159,نگهداری بهتر از فروش,خوشبین
160,خوشم میاد امروز مثل گداها داره التماس میکنه و این سهما رو هم خودش به خودش فروخته باورکنین,خوشبین
161,اقتصاد ایران آنلاین - ایران دیزل به ازای هر سهم سه سهم جایزه می‌دهد,خوشبین
162,دوستان سهم بخط مقاومت فیبواکسپنشن واکنش منفی داده ودررونداصلاحی قرارگرفته همانطورکه میبینیدسهم روی خط حمایتی قرارداردوانتظارداریم که سهم روندصعودی راشروع کند اندیکاتورها سیگنال صعوددادندولی متاسفانه فروش هیجانی حقیقی جلوی رشدسهم راگرفته مشکل سهم فقط داشتن سهم شناور٪میباشدکه انتظارداریم پس ازجابجایی سهامداران خسته روندصعودی شروع شود,خوشبین
163,چه اتفاقی برای افتاده که یکباره صف خرید شد و قیمتش کشید بالا,خوشبین
164,دوستان چه خبره در این بازار ریزشی خیزشی شده,خوشبین
165,گزارش‌های شرکت همه عالی هستند انشالله که خوب باز بشن,خوشبین
166,رادیوعمومی امریکاهم گوش میدی واقعابیکاری,خوشبین
167,تعدیل در راه است اینو وجدانی از ته قلبم گفتم وپیشاپیش عید همه سهامداران مبارک باشه یادتون باشه افشین اولین نفری بود که عیدرو به همتون تبریک گفت,خوشبین
168,دوستان کسی از سود مجمع قبلی خبر نداره امور سهامش که اصلا پاسخگو نیست,خوشبین
169,نمردیم و عمرمون قد داد صف هم دیدیم ) ),خوشبین
170,المانیتور نگاه کنگره به توافق بهتر شده_است,خوشبین
171,چاره‌ای نداره جز صعود,خوشبین
172,ببینم امرو چه می‌کنی,خوشبین
173,بچه‌ها میگن کارخونش سوخته و به جز دستشویی چیزی از ان باقی نمانده خخ هاهاها,بدبین
174,پیشنهاد خرید پله‌ای در و بعد در خصوصا اینکه درخواست افزایش سرمایه درصدی البته از محل سود انباشته هم داده,خوشبین
175,چرا همیشه باید صف نشین باشیم حالا حالاها دست نیافتنیست,خوشبین
176,جنگی دیگر از نوع مدیریتی مانند بترانس++این بار در سهامداران عمده برای انتخاب اعضا هیت مدیره و کسب کرسیهای بیشتر مدیریتی ++اگه برید کدال و آگهی دعوت به مجم رو ببینید میفهمید چی میگم,خوشبین
177,ظاهرا بازار را بهانه کرده_بود و مجوز امروز بانک مرکزی برای برگذاری مجمع دیگر آخرین دلیل افت سهم را بی اعتبار البته بازار بیشتر از وجود خبرهای بد قیمت سهم را پایین کشید و همیشه همین جور بوده پیش خور شدن سود در خبرهای مثبت و پیشخور شدن ریزش سهم در خبرهای بد هرچند فقط میلیارد برگه داره,خوشبین
178,منتظر خرید باشید یهو صف فروش جمع میشه و رو باهم چک کنید,خوشبین
179,آتیه دیروز میلیون سهم دیگه اضاف کرد++,خوشبین
180,رضا اقتداری ( ) عکس کاربریت خیلی شبیه افکارت هست پس نفت میخواهد ایجاد بشه ( خخ ),خوشبین
181,بازار در حال برگشت است و فروشندگان کیبیسی و علی الخصوص جز مغبونین خواهند_بود در میانمدت خواهیم_دید,خوشبین
182,خبر معاونان رییس جمهور و وزرای پیشین کار در روزهای پایانی دولت دهم هدایای چند ده میلیونی گرفتند نماینده مجلس میلیون ریال کارت هدیه گرفتند هزینه انتخابات از جیب کارگران شد سکه تمام بهار آزادی نیم سکه و عدد ربع سکه بابت انواع مراسم و در سال اعطا شد سکه تمام نیم‌سکه در سال به مدیران سازمان و برخی اعضای هییت امنا پاداش داده_شد مدیر صادرات شرکت نفت پاسارگاد با همسر و فرزندان خود میلیارد تومان قرارداد بست,بدبین
183,یقینا افت قیمت بخاطر جمع کردن سهام حقیقی نیست و دلیلش میتونه اوضاع فعلی بانک باشه که ظاهرا صبر میخواد تا وضع ابهاماتش حل بشه البته قضیه ابهامات ربطی به نداره,خوشبین
184,این سهم با این قیمت قطعا خاطره خواهد_شد ++,خوشبین
185,به سطح حمایتی خودرسیده وبرای خریدامروزمناسب بود,خوشبین
186,منتظر بازشدن سهم هستیم++,خوشبین
187,آیا میخواد از خواب بیدار بشه این سهم تنها پیشنهاد من تو مهرماه که خسته کننده عمل کرده ( امیدوارم از امروز با خرید حقوقی به روزای اوجش برگرده ),خوشبین
188,دوستان این سهم رو کف قیمتی قرار گرفته و هیچ ریسکی وجود نداره کنترل کردن حقوقی فقط برایه اینه که سهم بیشتری بتونن جمع کنن مطمین باشید به زودی استارت صعودی زده_خواهد_شد و هدف‌های و کاملا در دسترس هستند,خوشبین
189,وای وای وای حمله حمله حمله وای وای وای حمله حمله,خوشبین
190,دوستان منفی امروز صرفا به خاطر عرضه بیش از حد سایر سهمهای دهن پر کن بازار بود وگرنه با فروکش کردن تب بازار ومنطقی شدن آن از فردا تا اطلاع ثانوی مثبت,خوشبین
191,ریخت,بدبین
192,روز اولی که اینجا اومدم گفتم این سهم حقوقی درستی نداره و بی لیاقته ولی ارزش ذاتی خود سهم بالاست اگه حقوقی حمایت کنه میریم برا تومن,خوشبین
193,دوستان دقت کنید این حقوقی هست که صف رو ایجاد و خودش هم تو صف هست پس درصورت عرضه نگران نباشید,خوشبین
194,++ خطوط حمایت اصلی براش به ترتیب عبارتند از و نظر شخصی بنده اینه که میخاد رشد کنه,خوشبین
195,خریدارن را در مپنای بزرگ ببینید/من هنوزم میگم/بدبین نیستم به این نحوه معاملات,خوشبین
196,به نظر شما بخریم یا نه,خوشبین
197,خریداران عزیر عجله نکنید از فردا این سهم مجانی ارایه میشود,بدبین
198,نظرتون راجع به چیه زیر_خاکی هست,خوشبین
199,-دوستان با توجه به اینکه تو این بازار کسی نقد نیست و با شرایط موجود سهامدارهای حقیقی با حقوقی کد به کد رو انجام میدهند با دلی ارام در حقیقت فروشنده واقعی فقط خودشون هستن,خوشبین
200,حقوقی برای بالا اوردن پایانی داره خودش خرید و فروش میکنه به نظرم رو رد میکنه,خوشبین
201,من موندم کسانی که از سهم بد می‌گن چرا خوش بین میزنن که ذهن مردم رو گمراه می‌کنن شتر سواری که دولا دولا نمی‌شه این سهم آشغاله ( البته نه خود سهم بلکه سهامگردان‌ها و سهام چاق کن‌ها و ناظر و کلا از خدا بی خبر‌ها ) والسلام,بدبین
202,دوست عزیز کرمانشا ظرفیت روزانه‌اش را در برابر خجالت میکشم بگم برو بالای / قیمت تومان شکرماشا دو دلیل دارد ازرش ذاتی بالا طرح توسعه‌ای,خوشبین
203,عجب صف خریدی داره این عه عه عه اگر دیروز میخریدم هی هی روزگار,بدبین
204,سهام داران عزیز انشاالله مزد صبرتون رو میگیرید,خوشبین
205,اونایی که میفروشند بعدا افسوس میخورن درست مثل اونایی که روز پیش فروختن,خوشبین
206,اوردرش رو اومده ولی وقت تموم شده بوده ببینید,خوشبین
207,++ تعدیل مثبت ٪ آمد ++خبرهای خوش خودرویی یکی پس از دیگری,خوشبین
